"Name","Team","Kills","Assists","Deaths","HS%","Team_kill","All_entries_won","Bomb_planted","Bomb_defused","KPR","APR","DPR","ADR","TDH","TDA","5K","4K","3K","2K","1K","Trade_kill","Trade_death","1v1","1v1_won","1v2","1v2_won","1v3","1v3_won","1v4","1v4_won","1v5","1v5_won","Utility","Map","Year","Map_Type","Event","Flashed_opponents_for","CT_entry_attempts","CT_entry_attempts_won","T_entry_attempts","T_entry_attempts_won"
"sh1ro","Gambit Esports",27,5,17,18.52,0,0,4,0,0.75,0.14,0.47,65.6,2362,150,0,0,2,5,11,3,2,0,0,0,0,1,0,0,0,1,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",116.58,6,4,0,0
"interz","Gambit Esports",18,6,24,38.89,0,1,3,2,0.5,0.17,0.67,56.3,2028,424,0,1,0,2,11,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",80.27,3,3,1,1
"VINI","FURIA",18,3,28,22.22,0,3,0,0,0.5,0.08,0.78,52.8,1900,289,0,0,0,5,8,2,6,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",86.63,2,2,3,1
"arT","FURIA",13,10,28,30.77,0,3,3,1,0.36,0.28,0.78,63.8,2296,230,0,0,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",76.47,7,3,3,1
"drop","FURIA",18,6,24,50,0,2,0,0,0.5,0.17,0.67,56.3,2028,335,0,0,2,2,8,2,2,0,0,0,0,0,0,1,0,1,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",72.37,6,3,2,1
"nafany","Gambit Esports",26,7,23,53.85,0,9,2,0,0.72,0.19,0.64,86.2,3102,527,0,0,2,3,14,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",153.46,4,1,9,4
"yuurih","FURIA",26,4,22,34.62,0,4,1,1,0.72,0.11,0.61,79.8,2871,415,0,0,3,4,9,3,0,0,0,0,0,0,0,0,0,1,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",85.71,2,1,4,2
"HObbit","Gambit Esports",25,10,25,60,0,2,0,0,0.69,0.28,0.69,92.1,3316,515,0,0,1,3,16,3,4,0,0,0,0,3,0,0,0,0,0,233272,"de_inferno","06-11-2021","BO1","PGL Major Stockholm 2021",88.83,5,3,2,1
"sh1ro","Gambit Esports",21,8,13,33.33,0,1,1,1,0.81,0.31,0.5,73.9,1922,216,0,1,0,3,11,3,2,1,1,1,0,0,0,0,0,0,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",103.22,3,3,1,1
"Ax1Le","Gambit Esports",18,6,15,22.22,0,6,2,0,0.69,0.23,0.58,87.4,2272,288,0,0,2,2,8,1,5,0,0,0,0,0,0,0,0,1,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",84.56,2,2,6,2
"interz","Gambit Esports",16,4,13,37.5,0,1,3,0,0.62,0.15,0.5,65,1690,257,0,0,1,4,5,4,1,0,0,0,0,1,0,0,0,0,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",61.32,2,0,1,1
"VINI","FURIA",20,5,16,30,0,1,1,0,0.77,0.19,0.62,84.3,2191,455,0,1,0,2,12,7,3,0,0,0,0,0,0,1,0,0,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",42.24,0,0,1,0
"nafany","Gambit Esports",16,6,19,75,0,2,2,0,0.62,0.23,0.73,74.4,1934,238,0,0,0,4,8,5,3,0,0,0,0,0,0,1,0,0,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",77.23,2,1,2,2
"HObbit","Gambit Esports",23,4,16,43.48,0,6,0,0,0.88,0.15,0.62,82.7,2149,256,0,0,0,6,11,4,3,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",63.86,1,0,6,5
"arT","FURIA",18,5,19,33.33,0,4,1,0,0.69,0.19,0.73,70.9,1844,159,0,0,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",82.31,3,1,4,1
"yuurih","FURIA",18,2,22,50,0,6,0,0,0.69,0.08,0.85,85.6,2225,385,0,0,0,6,6,2,4,0,0,1,1,1,0,1,0,1,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",41.74,4,3,6,2
"KSCERATO","FURIA",10,4,19,50,0,2,1,0,0.38,0.15,0.73,43.6,1133,250,0,0,0,3,4,3,4,0,0,0,0,1,0,0,0,0,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",94.13,2,0,2,0
"drop","FURIA",10,3,18,50,0,3,0,1,0.38,0.12,0.69,62,1611,258,0,0,0,1,8,1,5,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","06-11-2021","BO1","PGL Major Stockholm 2021",86.58,1,0,3,2
"nafany","Gambit Esports",7,8,19,85.71,0,2,1,0,0.29,0.33,0.79,44,1055,131,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",97.92,3,0,2,1
"sh1ro","Gambit Esports",11,5,15,36.36,0,3,2,0,0.46,0.21,0.62,56.1,1347,211,0,0,1,2,4,2,4,0,0,0,0,1,0,1,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",44.8,1,0,3,1
"Boombl4","Natus Vincere",20,5,12,30,0,0,2,0,0.83,0.21,0.5,74.1,1779,214,0,1,3,1,5,5,3,0,0,1,1,1,0,0,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",84.62,1,0,0,0
"electronic","Natus Vincere",21,5,15,57.14,0,2,0,0,0.88,0.21,0.62,100.4,2410,315,0,0,0,7,7,2,3,0,0,0,0,0,0,0,0,1,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",105.71,3,2,2,2
"HObbit","Gambit Esports",21,2,16,61.9,0,3,0,1,0.88,0.08,0.67,91.7,2200,368,0,0,3,2,8,1,4,0,0,0,0,1,1,0,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",27.49,3,2,3,2
"b1t","Natus Vincere",15,2,13,86.67,0,2,1,0,0.62,0.08,0.54,76.8,1844,294,0,0,0,5,5,2,0,0,0,1,0,0,0,0,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",54.77,5,4,2,0
"Perfecto","Natus Vincere",12,4,11,33.33,0,4,2,0,0.5,0.17,0.46,56.4,1353,228,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",33.02,0,0,4,1
"Ax1Le","Gambit Esports",10,4,21,50,0,3,0,1,0.42,0.17,0.88,56.1,1346,172,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",66.22,3,1,3,2
"s1mple","Natus Vincere",23,3,12,47.83,0,4,0,0,0.96,0.12,0.5,97.8,2348,133,0,1,0,5,9,3,0,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",55.33,3,2,4,2
"interz","Gambit Esports",14,4,20,57.14,0,1,2,0,0.58,0.17,0.83,58.4,1402,258,0,0,0,4,6,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","07-11-2021","BO1","PGL Major Stockholm 2021",66.6,2,1,1,1
"sh1ro","Gambit Esports",5,3,18,40,0,0,3,0,0.26,0.16,0.95,38.8,738,73,0,0,0,0,5,1,2,0,0,0,0,1,1,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",31.85,2,1,0,0
"Ax1Le","Gambit Esports",7,2,18,42.86,0,0,0,0,0.37,0.11,0.95,49,931,170,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",22.59,1,0,0,0
"interz","Gambit Esports",9,0,17,66.67,0,1,0,0,0.47,0,0.89,53.4,1015,185,0,0,0,1,7,3,2,0,0,0,0,0,0,1,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",18.4,3,0,1,0
"nafany","Gambit Esports",7,3,17,85.71,0,3,0,0,0.37,0.16,0.89,40.7,774,152,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",32.87,3,0,3,1
"HObbit","Gambit Esports",4,2,18,25,0,0,1,0,0.21,0.11,0.95,35.1,666,85,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",17.93,6,0,0,0
"Perfecto","Natus Vincere",12,4,5,33.33,0,0,1,0,0.63,0.21,0.26,58.6,1114,213,0,0,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",37.17,0,0,0,0
"Boombl4","Natus Vincere",19,5,5,42.11,0,1,0,0,1,0.26,0.26,100.6,1912,185,0,1,0,4,7,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",76.14,3,3,1,1
"s1mple","Natus Vincere",26,0,9,30.77,0,2,0,0,1.37,0,0.47,127.5,2423,49,0,1,3,3,8,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",19.47,7,6,2,2
"electronic","Natus Vincere",14,2,9,50,0,1,1,0,0.74,0.11,0.47,82.1,1560,283,0,0,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",28.36,3,3,1,0
"b1t","Natus Vincere",16,6,6,68.75,0,0,0,1,0.84,0.32,0.32,102.3,1944,285,0,1,0,3,6,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",52.39,2,2,0,0
"sh1ro","Gambit Esports",22,3,13,22.73,0,1,3,1,0.73,0.1,0.43,61.3,1839,107,0,0,2,4,8,3,1,1,1,1,1,1,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",72.56,3,3,0,0
"YEKINDAR","Virtus.Pro",19,6,26,42.11,0,3,0,0,0.63,0.2,0.87,79,2369,497,0,0,1,4,8,1,5,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",45.56,5,4,3,2
"buster","Virtus.Pro",16,3,20,31.25,0,3,1,1,0.53,0.1,0.67,58.9,1768,324,0,0,0,5,6,3,1,0,0,2,1,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",81.92,3,1,3,0
"nafany","Gambit Esports",26,5,18,65.38,0,5,3,0,0.87,0.17,0.6,96.3,2888,415,0,0,1,5,13,1,3,0,0,0,0,1,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",57.66,9,3,1,0
"interz","Gambit Esports",14,8,16,57.14,0,0,4,1,0.47,0.27,0.53,79.3,2380,286,0,0,0,1,12,2,2,0,0,1,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",29.14,0,0,0,0
"Ax1Le","Gambit Esports",16,6,19,43.75,0,3,0,0,0.53,0.2,0.63,73.6,2207,283,0,0,1,2,9,3,2,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",44.46,3,1,2,0
"HObbit","Gambit Esports",39,2,21,48.72,0,1,1,0,1.3,0.07,0.7,117.6,3528,400,0,2,3,7,8,5,4,0,0,1,1,1,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",66.36,4,3,3,1
"Jame","Virtus.Pro",14,8,22,14.29,0,1,5,0,0.47,0.27,0.73,56.7,1700,156,0,0,1,1,9,2,4,0,0,0,0,0,0,0,0,1,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",146.01,5,3,1,0
"Qikert","Virtus.Pro",21,8,25,52.38,0,2,1,0,0.7,0.27,0.83,82.8,2483,461,0,0,2,5,5,3,1,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",79.37,5,1,2,1
"FL1T","Virtus.Pro",17,8,24,47.06,0,1,2,1,0.57,0.27,0.8,69.3,2079,393,0,1,1,1,8,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",31.72,2,0,1,1
"Zyphon","Copenhagen Flames",14,0,13,78.57,0,0,0,0,0.7,0,0.65,72.4,1447,282,0,0,1,2,7,3,2,0,0,0,0,2,0,1,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",16.08,1,0,0,0
"stavn","Heroic",17,3,13,52.94,0,0,0,0,0.85,0.15,0.65,92.5,1850,246,0,0,1,4,6,5,0,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",36.86,2,1,0,0
"cadiaN","Heroic",11,8,12,27.27,0,1,2,0,0.55,0.4,0.6,62.6,1251,102,0,0,1,1,6,3,2,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",51.95,4,2,1,1
"TeSeS","Heroic",16,3,12,37.5,0,2,2,0,0.8,0.15,0.6,95.9,1918,224,0,1,1,2,5,5,2,0,0,0,0,1,1,0,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",64.99,2,1,2,2
"refrezh","Heroic",19,3,13,57.89,0,3,4,0,0.95,0.15,0.65,84.7,1694,281,0,0,1,4,9,1,1,0,0,1,1,0,0,1,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",100.19,3,1,3,3
"roeJ","Copenhagen Flames",12,3,17,33.33,0,2,0,1,0.6,0.15,0.85,74.4,1489,218,0,0,0,4,4,0,5,0,0,0,0,0,0,1,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",12.33,4,2,2,0
"sjuush","Heroic",14,5,11,71.43,0,2,4,0,0.7,0.25,0.55,83.6,1672,238,0,1,0,2,6,1,2,0,0,0,0,0,0,0,0,1,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",23.14,1,0,2,2
"HooXi","Copenhagen Flames",11,0,17,63.64,0,3,0,0,0.55,0,0.85,58.3,1166,214,0,0,0,2,7,2,3,0,0,1,0,0,0,0,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",53.28,1,0,3,0
"nicoodoz","Copenhagen Flames",16,3,15,31.25,0,1,0,0,0.8,0.15,0.75,87.4,1749,271,0,1,0,2,8,2,3,0,0,0,0,1,0,2,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",25.33,4,3,1,0
"jabbi","Copenhagen Flames",6,2,16,50,0,2,0,0,0.3,0.1,0.8,56,1119,179,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","02-11-2021","BO1","PGL Major Stockholm 2021",4.66,2,2,2,0
"refrezh","Heroic",14,5,21,28.57,0,3,2,2,0.48,0.17,0.72,49.4,1434,226,0,0,0,3,8,1,3,0,0,1,1,2,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",60.32,4,1,3,1
"HooXi","Copenhagen Flames",21,8,23,52.38,0,3,4,0,0.72,0.28,0.79,80.7,2339,394,0,0,2,2,11,4,2,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",135.5,4,3,3,2
"sjuush","Heroic",22,3,20,54.55,0,0,2,1,0.76,0.1,0.69,75.5,2190,315,0,0,2,4,8,4,4,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",44.83,4,3,0,0
"nicoodoz","Copenhagen Flames",27,11,13,33.33,0,1,4,1,0.93,0.38,0.45,86.7,2514,259,0,1,1,4,12,6,0,0,0,1,0,2,1,1,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",69.02,1,1,1,1
"Zyphon","Copenhagen Flames",12,5,20,58.33,0,4,1,0,0.41,0.17,0.69,55.2,1601,254,0,0,0,2,8,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",8.56,3,2,4,1
"TeSeS","Heroic",16,5,24,50,0,7,3,0,0.55,0.17,0.83,71.8,2083,312,0,0,0,3,10,2,5,0,0,1,1,0,0,1,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",30.99,2,0,7,3
"stavn","Heroic",22,5,22,27.27,0,3,1,0,0.76,0.17,0.76,91.1,2643,473,0,0,2,4,8,4,5,0,0,0,0,0,0,1,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",76.49,2,1,3,1
"cadiaN","Heroic",19,7,21,31.58,0,2,1,1,0.66,0.24,0.72,75.8,2199,295,0,0,0,6,7,2,2,0,0,2,0,0,0,1,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",154.37,2,1,2,1
"roeJ","Copenhagen Flames",23,6,19,52.17,0,5,1,2,0.79,0.21,0.66,91.3,2648,405,0,0,1,5,10,4,5,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",8.97,5,2,5,4
"jabbi","Copenhagen Flames",25,6,18,60,0,2,2,0,0.86,0.21,0.62,82.2,2384,352,0,1,1,7,4,4,4,0,0,1,0,1,0,0,0,0,0,233272,"de_ancient","02-11-2021","BO1","PGL Major Stockholm 2021",52.39,1,0,2,1
"refrezh","Heroic",23,4,18,52.17,0,2,1,0,0.85,0.15,0.67,93.1,2513,391,0,0,2,5,7,6,4,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",32.89,5,4,2,2
"stavn","Heroic",24,4,14,45.83,0,3,7,0,0.89,0.15,0.52,78.4,2116,230,0,0,1,6,9,5,4,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",131.69,1,0,3,2
"sjuush","Heroic",16,3,15,31.25,1,2,0,0,0.59,0.11,0.56,64.5,1742,310,0,0,1,4,6,3,1,0,0,1,0,0,0,0,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",21.84,3,1,2,1
"jabbi","Copenhagen Flames",14,3,20,35.71,0,2,1,0,0.52,0.11,0.74,60.8,1641,181,0,0,2,1,6,3,2,0,0,1,0,0,0,0,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",68.23,1,1,2,0
"TeSeS","Heroic",17,5,17,52.94,1,4,1,1,0.63,0.19,0.63,87.7,2369,301,0,0,1,3,9,4,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",74.02,2,1,4,3
"Zyphon","Copenhagen Flames",15,7,23,40,0,2,1,0,0.56,0.26,0.85,75.3,2032,315,0,0,0,3,9,2,7,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",26.18,6,3,2,1
"cadiaN","Heroic",16,7,15,25,0,1,0,1,0.59,0.26,0.56,68.9,1859,206,0,1,0,2,8,1,2,0,0,1,1,0,0,0,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",106.6,4,2,1,0
"nicoodoz","Copenhagen Flames",23,1,16,34.78,0,3,1,0,0.85,0.04,0.59,84.3,2276,144,1,0,2,3,6,2,3,0,0,1,0,1,0,0,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",58.91,3,1,3,1
"roeJ","Copenhagen Flames",15,4,19,66.67,0,5,1,1,0.56,0.15,0.7,72,1944,202,0,0,0,4,7,2,2,0,0,0,0,0,0,1,0,1,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",29.38,3,1,5,2
"HooXi","Copenhagen Flames",10,2,20,50,0,0,1,0,0.37,0.07,0.74,45.7,1235,267,0,0,1,1,5,2,3,0,0,0,0,0,0,1,0,0,0,233272,"de_overpass","02-11-2021","BO1","PGL Major Stockholm 2021",110.14,2,1,0,0
"huNter","G2 Esports",19,3,19,42.11,0,4,1,0,0.68,0.11,0.68,70.8,1983,303,0,0,0,5,9,3,6,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",33.72,2,2,4,1
"cadiaN","Heroic",11,3,16,45.45,0,1,4,1,0.39,0.11,0.57,51,1428,123,0,0,0,1,9,2,3,0,0,0,0,1,0,0,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",99.85,1,0,1,1
"NiKo","G2 Esports",25,6,18,52,0,6,1,1,0.89,0.21,0.64,106.1,2970,363,0,0,0,5,15,6,5,0,0,0,0,1,0,1,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",50.61,7,5,6,5
"nexa","G2 Esports",18,5,18,33.33,0,0,2,0,0.64,0.18,0.64,55.6,1556,285,0,0,0,3,12,6,6,0,0,0,0,1,0,0,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",40.6,2,0,0,0
"AmaNEk","G2 Esports",15,6,15,20,0,0,1,2,0.54,0.21,0.54,61.3,1716,129,0,0,0,3,9,4,0,0,0,1,0,0,0,0,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",87.23,4,2,0,0
"JaCkz","G2 Esports",15,7,20,73.33,0,0,1,0,0.54,0.25,0.71,61.4,1718,247,0,0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",57.57,3,2,0,0
"sjuush","Heroic",18,3,19,50,0,1,4,0,0.64,0.11,0.68,66.9,1873,223,0,0,0,4,10,2,4,0,0,0,0,1,0,0,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",46.85,4,2,1,1
"TeSeS","Heroic",21,4,21,52.38,0,2,2,0,0.75,0.14,0.75,83.1,2328,334,0,0,2,4,8,7,5,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",70.8,4,1,2,1
"stavn","Heroic",22,8,22,40.91,0,5,0,1,0.79,0.29,0.79,95.6,2676,337,0,0,3,4,6,3,4,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",38.81,4,2,5,0
"refrezh","Heroic",16,1,18,37.5,0,1,0,0,0.57,0.04,0.64,50.7,1420,255,0,0,1,2,9,4,3,0,0,0,0,0,0,0,0,1,0,233272,"de_nuke","07-11-2021","BO1","PGL Major Stockholm 2021",42.68,5,2,1,1
"NiKo","G2 Esports",24,6,15,50,0,5,0,2,0.92,0.23,0.58,107.1,2784,340,0,1,0,4,12,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",88.5,4,3,5,4
"huNter","G2 Esports",16,0,17,43.75,0,2,2,0,0.62,0,0.65,70.9,1844,296,0,0,0,4,9,4,4,0,0,1,1,0,0,1,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",16.61,4,1,2,2
"refrezh","Heroic",11,1,18,63.64,0,4,1,0,0.42,0.04,0.69,47.8,1244,146,0,0,0,1,9,4,4,0,0,0,0,1,0,0,0,1,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",45.12,1,0,4,1
"nexa","G2 Esports",23,6,16,47.83,0,0,7,2,0.88,0.23,0.62,87.7,2279,305,0,1,2,4,5,7,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",71.69,2,2,0,0
"AmaNEk","G2 Esports",14,1,15,21.43,0,0,0,0,0.54,0.04,0.58,47.8,1242,83,0,0,1,1,9,2,2,0,0,1,0,0,0,0,0,1,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",64.1,2,1,0,0
"JaCkz","G2 Esports",11,5,17,63.64,0,2,0,0,0.42,0.19,0.65,47.9,1246,218,0,0,1,0,8,2,2,0,0,0,0,0,0,1,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",64.14,5,1,2,0
"stavn","Heroic",21,2,20,42.86,0,2,3,2,0.81,0.08,0.77,89,2313,184,0,0,0,7,7,3,4,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",45.81,2,1,2,0
"cadiaN","Heroic",15,5,16,20,0,1,1,1,0.58,0.19,0.62,56,1457,70,0,0,1,3,6,2,1,0,0,0,0,0,0,1,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",85.87,4,3,1,0
"sjuush","Heroic",22,5,17,63.64,0,2,0,0,0.85,0.19,0.65,102.6,2668,419,0,0,3,3,7,3,4,0,0,0,0,0,0,0,0,1,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",69.45,4,2,2,2
"TeSeS","Heroic",9,8,18,33.33,0,0,1,0,0.35,0.31,0.69,45.9,1193,212,0,0,0,1,7,1,4,0,0,0,0,1,0,0,0,0,0,233272,"de_mirage","07-11-2021","BO1","PGL Major Stockholm 2021",63.36,6,3,0,0
"TeSeS","Heroic",20,7,23,60,0,2,1,2,0.59,0.21,0.68,69.6,2365,382,0,0,0,6,8,3,5,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",71.83,5,3,2,2
"cadiaN","Heroic",11,10,23,27.27,0,1,0,0,0.32,0.29,0.68,47.6,1618,135,0,0,1,0,8,2,5,0,0,0,0,0,0,0,0,1,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",149.12,3,1,1,0
"stavn","Heroic",25,9,27,28,0,6,2,0,0.74,0.26,0.79,90.2,3068,489,0,0,1,5,12,5,6,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",107.99,6,5,6,2
"refrezh","Heroic",23,6,22,43.48,0,1,0,0,0.68,0.18,0.65,58.1,1974,324,0,0,1,5,10,4,3,0,0,0,0,0,0,0,0,1,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",74.87,3,0,1,1
"sjuush","Heroic",27,9,23,55.56,0,2,2,1,0.79,0.26,0.68,83.3,2833,457,0,0,1,9,6,4,3,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",90.15,5,3,2,1
